mod_request_id,item_id,seller_id,title,description,category_id,attributes,ts,model_version
309,907,203,Vertex пылесосы надежный,"Пылесосы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",10,"{""brand"":""Vertex"",""color"":""бежевый"",""material"":""комбинированный"",""size"":""XL"",""warranty_months"":18}",2026-01-31T17:20:16+00:00,moderation_v1
310,215,122,PrimeTech детские товары эргономичный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""PrimeTech"",""color"":""красный"",""material"":""керамика"",""size"":""L"",""warranty_months"":6}",2025-12-07T23:32:51+00:00,moderation_v1
311,244,121,TrueSound смартфоны компактный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""TrueSound"",""color"":""серый"",""material"":""комбинированный"",""size"":""XL"",""warranty_months"":24}",2026-01-01T16:28:24+00:00,moderation_v1
312,379,236,PixelWay автоаксессуары лёгкий,"Автоаксессуары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",21,"{""brand"":""PixelWay"",""color"":""зеленый"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":24}",2026-02-10T16:17:38+00:00,moderation_v1
313,1131,84,UrbanFit посуда практичный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""UrbanFit"",""color"":""синий"",""material"":""металл"",""size"":""XL"",""warranty_months"":18}",2026-02-01T21:50:07+00:00,moderation_v2
314,8,229,NordLine наушники эргономичный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""NordLine"",""color"":""зеленый"",""material"":""керамика"",""size"":""XS"",""warranty_months"":12}",2025-12-25T03:16:19+00:00,moderation_v1
315,375,103,Neonix садовая техника премиальный,"Садовая техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",23,"{""brand"":""Neonix"",""color"":""синий"",""material"":""пластик"",""size"":""XL"",""warranty_months"":6}",2026-02-20T22:42:13+00:00,moderation_v1
316,87,107,Vertex косметика лёгкий,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Vertex"",""color"":""зеленый"",""material"":""металл"",""size"":""M"",""warranty_months"":24}",2026-02-25T21:46:10+00:00,moderation_v6
317,447,106,Optima косметика универсальный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Optima"",""color"":""бежевый"",""material"":""металл"",""size"":""универсальный"",""warranty_months"":24}",2025-12-23T05:11:55+00:00,moderation_v1
318,115,189,CleverBee кофеварки премиальный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""CleverBee"",""color"":""красный"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":18}",2025-12-18T08:49:06+00:00,moderation_v1
319,147,31,Orion мониторы современный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Orion"",""color"":""красный"",""material"":""металл"",""size"":""S"",""warranty_months"":24}",2025-12-25T14:47:26+00:00,moderation_v6
320,495,187,Brisk игровые мыши современный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Brisk"",""color"":""бежевый"",""material"":""текстиль"",""size"":""M"",""warranty_months"":12}",2026-02-12T13:27:02+00:00,moderation_v3
321,240,118,Smarton инструменты премиальный,"Инструменты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",24,"{""brand"":""Smarton"",""color"":""серый"",""material"":""пластик"",""size"":""M"",""warranty_months"":12}",2026-01-13T11:43:05+00:00,moderation_v4
322,378,82,Neonix клавиатуры практичный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Neonix"",""color"":""белый"",""material"":""керамика"",""size"":""M"",""warranty_months"":24}",2026-01-04T04:08:22+00:00,moderation_v1
323,609,117,Foxly садовая техника практичный,"Садовая техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",23,"{""brand"":""Foxly"",""color"":""зеленый"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":24}",2025-12-05T13:19:39+00:00,moderation_v1
324,1140,61,Futura одежда премиальный,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""Futura"",""color"":""зеленый"",""material"":""металл"",""size"":""XL"",""warranty_months"":12}",2025-12-06T17:21:37+00:00,moderation_v1
325,1151,117,Volna ноутбуки лёгкий,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Volna"",""color"":""бежевый"",""material"":""керамика"",""size"":""XL"",""warranty_months"":6}",2025-12-31T08:34:36+00:00,moderation_v1
326,688,35,Lumen кухонная техника компактный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""Lumen"",""color"":""красный"",""material"":""металл"",""size"":""универсальный"",""warranty_months"":18}",2026-01-21T08:13:13+00:00,moderation_v1
327,522,137,Orion одежда практичный,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""Orion"",""color"":""черный"",""material"":""текстиль"",""size"":""S"",""warranty_months"":12}",2026-02-07T12:55:35+00:00,moderation_v1
328,86,141,Terra кофеварки премиальный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Terra"",""color"":""черный"",""material"":""керамика"",""size"":""XL"",""warranty_months"":24}",2026-01-07T20:23:04+00:00,moderation_v1
329,307,217,UrbanFit обувь надежный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""UrbanFit"",""color"":""черный"",""material"":""керамика"",""size"":""XL"",""warranty_months"":24}",2026-01-28T14:53:19+00:00,moderation_v1
330,404,67,PixelWay смарт-часы универсальный,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""PixelWay"",""color"":""красный"",""material"":""комбинированный"",""size"":""L"",""warranty_months"":6}",2026-01-29T15:26:55+00:00,moderation_v1
331,543,244,Neonix косметика практичный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Neonix"",""color"":""черный"",""material"":""металл"",""size"":""L"",""warranty_months"":6}",2025-12-03T10:41:39+00:00,moderation_v1
332,804,243,Lira товары для дома практичный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Lira"",""color"":""синий"",""material"":""пластик"",""size"":""L"",""warranty_months"":6}",2026-01-29T03:04:16+00:00,moderation_v4
333,808,223,Futura книги практичный,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""Futura"",""color"":""красный"",""material"":""керамика"",""size"":""XL"",""warranty_months"":12}",2025-12-26T02:08:16+00:00,moderation_v5
334,1020,212,Optima ноутбуки современный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Optima"",""color"":""зеленый"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":18}",2026-01-28T22:14:21+00:00,moderation_v1
335,207,90,HomeArt игровые мыши лёгкий,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""HomeArt"",""color"":""белый"",""material"":""металл"",""size"":""L"",""warranty_months"":18}",2025-12-22T06:24:39+00:00,moderation_v3
336,464,47,Vertex мониторы универсальный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Vertex"",""color"":""синий"",""material"":""пластик"",""size"":""XL"",""warranty_months"":24}",2026-01-04T03:30:41+00:00,moderation_v1
337,603,65,Smarton мониторы надежный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Smarton"",""color"":""серый"",""material"":""пластик"",""size"":""XS"",""warranty_months"":6}",2025-12-26T23:22:25+00:00,moderation_v1
338,590,82,CleverBee одежда компактный,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""CleverBee"",""color"":""белый"",""material"":""комбинированный"",""size"":""XL"",""warranty_months"":12}",2026-02-05T13:26:46+00:00,moderation_v6
339,174,233,Optima кофеварки компактный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Optima"",""color"":""красный"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":6}",2026-01-17T22:22:50+00:00,moderation_v2
340,945,260,Orion товары для дома лёгкий,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Orion"",""color"":""синий"",""material"":""комбинированный"",""size"":""M"",""warranty_months"":12}",2026-02-12T15:33:30+00:00,moderation_v6
341,854,168,Futura смарт-часы эргономичный,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""Futura"",""color"":""белый"",""material"":""металл"",""size"":""XL"",""warranty_months"":6}",2025-12-10T08:33:09+00:00,moderation_v1
342,464,47,TrueSound мониторы надежный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""TrueSound"",""color"":""зеленый"",""material"":""пластик"",""size"":""M"",""warranty_months"":12}",2026-01-03T05:23:00+00:00,moderation_v1
343,330,36,PixelWay одежда лёгкий,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""PixelWay"",""color"":""черный"",""material"":""текстиль"",""size"":""L"",""warranty_months"":18}",2026-01-21T00:21:00+00:00,moderation_v3
344,1080,3,Rivex садовая техника современный,"Садовая техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",23,"{""brand"":""Rivex"",""color"":""серый"",""material"":""пластик"",""size"":""S"",""warranty_months"":6}",2025-12-29T16:14:27+00:00,moderation_v1
345,15,257,Crafto игровые мыши практичный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Crafto"",""color"":""серый"",""material"":""текстиль"",""size"":""M"",""warranty_months"":6}",2025-12-09T04:41:21+00:00,moderation_v1
346,325,190,Lira косметика практичный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Lira"",""color"":""зеленый"",""material"":""текстиль"",""size"":""XL"",""warranty_months"":18}",2026-02-11T09:05:44+00:00,moderation_v1
347,950,243,SilverBox детские товары эргономичный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""SilverBox"",""color"":""синий"",""material"":""пластик"",""size"":""XL"",""warranty_months"":6}",2026-01-10T00:29:43+00:00,moderation_v2
348,312,228,PixelWay смарт-часы универсальный,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""PixelWay"",""color"":""синий"",""material"":""металл"",""size"":""XS"",""warranty_months"":24}",2025-12-22T19:13:09+00:00,moderation_v6
349,403,138,Smarton смартфоны современный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""Smarton"",""color"":""серый"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":12}",2026-02-13T03:50:06+00:00,moderation_v3
350,46,70,Lumen кухонная техника премиальный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""Lumen"",""color"":""красный"",""material"":""пластик"",""size"":""XL"",""warranty_months"":24}",2025-12-26T00:11:16+00:00,moderation_v1
351,469,96,HomeArt детские товары компактный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""HomeArt"",""color"":""зеленый"",""material"":""комбинированный"",""size"":""L"",""warranty_months"":24}",2025-12-05T19:04:08+00:00,moderation_v1
352,983,250,Aster товары для дома надежный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Aster"",""color"":""серый"",""material"":""керамика"",""size"":""S"",""warranty_months"":18}",2025-12-12T01:18:47+00:00,moderation_v1
353,426,74,Futura кухонная техника современный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""Futura"",""color"":""белый"",""material"":""металл"",""size"":""M"",""warranty_months"":12}",2026-02-08T10:31:17+00:00,moderation_v4
354,1086,12,PixelWay клавиатуры премиальный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""PixelWay"",""color"":""зеленый"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":18}",2026-01-01T18:02:13+00:00,moderation_v1
355,992,112,Futura посуда эргономичный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""Futura"",""color"":""белый"",""material"":""керамика"",""size"":""XS"",""warranty_months"":6}",2025-12-04T05:20:15+00:00,moderation_v1
356,873,45,Lumen книги практичный,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""Lumen"",""color"":""серый"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":12}",2026-01-15T23:24:50+00:00,moderation_v1
357,1192,42,CleverBee детские товары универсальный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""CleverBee"",""color"":""бежевый"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":18}",2026-02-01T13:50:27+00:00,moderation_v4
358,938,72,UrbanFit косметика универсальный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""UrbanFit"",""color"":""бежевый"",""material"":""металл"",""size"":""XL"",""warranty_months"":18}",2026-01-30T15:20:26+00:00,moderation_v1
359,603,65,Rivex мониторы надежный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Rivex"",""color"":""красный"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":12}",2026-02-21T11:14:28+00:00,moderation_v1
360,727,78,NordLine посуда лёгкий,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""NordLine"",""color"":""белый"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":18}",2026-01-28T07:07:58+00:00,moderation_v1
361,715,49,MobiPro одежда практичный,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""MobiPro"",""color"":""бежевый"",""material"":""металл"",""size"":""M"",""warranty_months"":24}",2026-01-21T01:44:18+00:00,moderation_v1
362,142,220,Terra ноутбуки премиальный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Terra"",""color"":""зеленый"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":12}",2026-01-01T14:09:44+00:00,moderation_v1
363,734,212,Vertex товары для дома современный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""Vertex"",""color"":""синий"",""material"":""комбинированный"",""size"":""универсальный"",""warranty_months"":24}",2025-12-16T10:21:31+00:00,moderation_v1
364,494,246,UrbanFit одежда практичный,"Одежда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",12,"{""brand"":""UrbanFit"",""color"":""бежевый"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":18}",2026-01-02T08:57:25+00:00,moderation_v1
365,1154,160,UrbanFit смартфоны эргономичный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""UrbanFit"",""color"":""зеленый"",""material"":""керамика"",""size"":""XL"",""warranty_months"":12}",2025-12-20T21:56:06+00:00,moderation_v1
366,488,151,Volna кофеварки универсальный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Volna"",""color"":""синий"",""material"":""пластик"",""size"":""M"",""warranty_months"":12}",2026-02-04T22:12:34+00:00,moderation_v4
367,967,249,MobiPro наушники современный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""MobiPro"",""color"":""красный"",""material"":""керамика"",""size"":""M"",""warranty_months"":24}",2026-02-04T21:33:54+00:00,moderation_v1
368,582,195,Rivex пылесосы практичный,"Пылесосы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",10,"{""brand"":""Rivex"",""color"":""бежевый"",""material"":""металл"",""size"":""L"",""warranty_months"":24}",2026-01-30T11:11:23+00:00,moderation_v1
369,86,141,Lira кофеварки современный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Lira"",""color"":""белый"",""material"":""пластик"",""size"":""XL"",""warranty_months"":18}",2026-01-22T03:59:45+00:00,moderation_v4
370,1144,141,UrbanFit смартфоны практичный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""UrbanFit"",""color"":""черный"",""material"":""пластик"",""size"":""универсальный"",""warranty_months"":12}",2025-12-27T13:44:28+00:00,moderation_v1
371,294,105,Lumen наушники лёгкий,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""Lumen"",""color"":""красный"",""material"":""металл"",""size"":""XL"",""warranty_months"":12}",2026-02-28T23:10:22+00:00,moderation_v6
372,516,157,MobiPro наушники современный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""MobiPro"",""color"":""красный"",""material"":""пластик"",""size"":""универсальный"",""warranty_months"":6}",2026-01-06T05:46:08+00:00,moderation_v1
373,958,153,Brisk кухонная техника универсальный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""Brisk"",""color"":""серый"",""material"":""комбинированный"",""size"":""универсальный"",""warranty_months"":6}",2025-12-08T01:58:29+00:00,moderation_v1
374,335,115,Terra кухонная техника универсальный,"Кухонная техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",9,"{""brand"":""Terra"",""color"":""белый"",""material"":""металл"",""size"":""M"",""warranty_months"":6}",2026-01-04T20:20:28+00:00,moderation_v2
375,464,47,CleverBee мониторы лёгкий,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""CleverBee"",""color"":""красный"",""material"":""керамика"",""size"":""S"",""warranty_months"":12}",2026-01-22T10:52:18+00:00,moderation_v1
376,366,173,Rivex мониторы современный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Rivex"",""color"":""зеленый"",""material"":""текстиль"",""size"":""L"",""warranty_months"":6}",2026-01-09T22:22:58+00:00,moderation_v1
377,381,144,Lumen игровые мыши современный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Lumen"",""color"":""синий"",""material"":""керамика"",""size"":""XS"",""warranty_months"":6}",2026-02-09T02:05:23+00:00,moderation_v1
378,477,84,Rivex обувь лёгкий,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""Rivex"",""color"":""белый"",""material"":""комбинированный"",""size"":""M"",""warranty_months"":6}",2026-02-01T02:31:58+00:00,moderation_v1
379,431,234,PrimeTech товары для дома универсальный,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""PrimeTech"",""color"":""белый"",""material"":""комбинированный"",""size"":""XS"",""warranty_months"":18}",2026-02-25T11:27:03+00:00,moderation_v1
380,820,92,Rivex ноутбуки надежный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Rivex"",""color"":""зеленый"",""material"":""керамика"",""size"":""S"",""warranty_months"":18}",2025-12-30T13:31:09+00:00,moderation_v4
381,707,8,TrueSound обувь современный,"Обувь: аккуратное исполнение, стабильная работа и удобное использование каждый день.",13,"{""brand"":""TrueSound"",""color"":""серый"",""material"":""металл"",""size"":""XL"",""warranty_months"":24}",2026-02-09T06:55:47+00:00,moderation_v1
382,760,105,PixelWay смарт-часы лёгкий,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""PixelWay"",""color"":""зеленый"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":12}",2026-01-11T02:38:17+00:00,moderation_v1
383,696,100,UrbanFit садовая техника премиальный,"Садовая техника: аккуратное исполнение, стабильная работа и удобное использование каждый день.",23,"{""brand"":""UrbanFit"",""color"":""белый"",""material"":""пластик"",""size"":""XS"",""warranty_months"":18}",2026-02-02T02:40:23+00:00,moderation_v1
384,188,196,Volna игровые мыши эргономичный,"Игровые мыши: аккуратное исполнение, стабильная работа и удобное использование каждый день.",7,"{""brand"":""Volna"",""color"":""красный"",""material"":""металл"",""size"":""L"",""warranty_months"":6}",2025-12-26T20:25:53+00:00,moderation_v1
385,259,6,Smarton клавиатуры премиальный,"Клавиатуры: аккуратное исполнение, стабильная работа и удобное использование каждый день.",6,"{""brand"":""Smarton"",""color"":""черный"",""material"":""металл"",""size"":""XL"",""warranty_months"":12}",2026-01-18T15:27:08+00:00,moderation_v2
386,883,119,Neonix посуда универсальный,"Посуда: аккуратное исполнение, стабильная работа и удобное использование каждый день.",16,"{""brand"":""Neonix"",""color"":""белый"",""material"":""пластик"",""size"":""XL"",""warranty_months"":6}",2025-12-17T18:21:30+00:00,moderation_v1
387,312,228,Orion смарт-часы лёгкий,"Смарт-часы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",8,"{""brand"":""Orion"",""color"":""бежевый"",""material"":""керамика"",""size"":""XS"",""warranty_months"":18}",2026-02-15T01:22:10+00:00,moderation_v3
388,491,126,CleverBee товары для дома лёгкий,"Товары для дома: аккуратное исполнение, стабильная работа и удобное использование каждый день.",15,"{""brand"":""CleverBee"",""color"":""серый"",""material"":""текстиль"",""size"":""XS"",""warranty_months"":12}",2025-12-14T11:09:38+00:00,moderation_v2
389,256,207,Brisk наушники надежный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""Brisk"",""color"":""бежевый"",""material"":""текстиль"",""size"":""M"",""warranty_months"":18}",2025-12-16T16:31:32+00:00,moderation_v1
390,591,200,Volna кофеварки практичный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Volna"",""color"":""серый"",""material"":""керамика"",""size"":""L"",""warranty_months"":18}",2025-12-10T14:19:22+00:00,moderation_v1
391,737,180,Futura планшеты практичный,"Планшеты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",4,"{""brand"":""Futura"",""color"":""синий"",""material"":""пластик"",""size"":""XS"",""warranty_months"":6}",2025-12-09T03:59:26+00:00,moderation_v1
392,464,47,Lumen мониторы универсальный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""Lumen"",""color"":""бежевый"",""material"":""металл"",""size"":""универсальный"",""warranty_months"":18}",2025-12-21T10:37:10+00:00,moderation_v1
393,278,89,NordLine инструменты универсальный,"Инструменты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",24,"{""brand"":""NordLine"",""color"":""синий"",""material"":""керамика"",""size"":""S"",""warranty_months"":18}",2025-12-14T04:27:12+00:00,moderation_v1
394,1158,230,HomeArt книги эргономичный,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""HomeArt"",""color"":""черный"",""material"":""пластик"",""size"":""L"",""warranty_months"":24}",2026-01-10T01:30:03+00:00,moderation_v1
395,530,149,UrbanFit планшеты надежный,"Планшеты: аккуратное исполнение, стабильная работа и удобное использование каждый день.",4,"{""brand"":""UrbanFit"",""color"":""черный"",""material"":""пластик"",""size"":""XS"",""warranty_months"":18}",2026-01-03T07:49:51+00:00,moderation_v1
396,987,259,Smarton книги премиальный,"Книги: аккуратное исполнение, стабильная работа и удобное использование каждый день.",19,"{""brand"":""Smarton"",""color"":""бежевый"",""material"":""комбинированный"",""size"":""универсальный"",""warranty_months"":24}",2026-02-07T09:07:33+00:00,moderation_v5
397,788,150,Futura кофеварки премиальный,"Кофеварки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",11,"{""brand"":""Futura"",""color"":""синий"",""material"":""керамика"",""size"":""универсальный"",""warranty_months"":18}",2025-12-21T22:33:46+00:00,moderation_v1
398,1051,158,Rivex косметика современный,"Косметика: аккуратное исполнение, стабильная работа и удобное использование каждый день.",17,"{""brand"":""Rivex"",""color"":""бежевый"",""material"":""пластик"",""size"":""M"",""warranty_months"":6}",2025-12-18T12:41:04+00:00,moderation_v1
399,397,118,Terra ноутбуки практичный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Terra"",""color"":""белый"",""material"":""пластик"",""size"":""XS"",""warranty_months"":6}",2025-12-28T05:48:25+00:00,moderation_v1
400,384,137,Vertex рюкзаки практичный,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""Vertex"",""color"":""бежевый"",""material"":""керамика"",""size"":""XS"",""warranty_months"":24}",2025-12-15T11:24:12+00:00,moderation_v1
401,770,30,TrueSound рюкзаки лёгкий,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""TrueSound"",""color"":""белый"",""material"":""комбинированный"",""size"":""XL"",""warranty_months"":18}",2026-01-10T13:54:03+00:00,moderation_v6
402,109,207,Rivex ноутбуки премиальный,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""Rivex"",""color"":""зеленый"",""material"":""текстиль"",""size"":""XL"",""warranty_months"":24}",2025-12-31T00:56:09+00:00,moderation_v1
403,989,98,PrimeTech смартфоны эргономичный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""PrimeTech"",""color"":""серый"",""material"":""пластик"",""size"":""S"",""warranty_months"":18}",2026-02-06T05:31:53+00:00,moderation_v1
404,16,130,Optima рюкзаки практичный,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""Optima"",""color"":""зеленый"",""material"":""текстиль"",""size"":""S"",""warranty_months"":6}",2026-02-25T23:54:18+00:00,moderation_v1
405,991,185,Rivex наушники современный,"Наушники: аккуратное исполнение, стабильная работа и удобное использование каждый день.",3,"{""brand"":""Rivex"",""color"":""синий"",""material"":""металл"",""size"":""L"",""warranty_months"":24}",2026-01-12T20:51:12+00:00,moderation_v1
406,946,59,CleverBee ноутбуки лёгкий,"Ноутбуки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",2,"{""brand"":""CleverBee"",""color"":""бежевый"",""material"":""керамика"",""size"":""XS"",""warranty_months"":24}",2026-02-01T20:26:49+00:00,moderation_v1
407,406,236,Volna детские товары современный,"Детские товары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",18,"{""brand"":""Volna"",""color"":""зеленый"",""material"":""керамика"",""size"":""L"",""warranty_months"":18}",2026-01-04T23:31:29+00:00,moderation_v1
408,980,108,Terra смартфоны надежный,"Смартфоны: аккуратное исполнение, стабильная работа и удобное использование каждый день.",1,"{""brand"":""Terra"",""color"":""бежевый"",""material"":""комбинированный"",""size"":""S"",""warranty_months"":12}",2025-12-21T07:50:17+00:00,moderation_v4
409,172,27,TrueSound мониторы практичный,"Мониторы: аккуратное исполнение, стабильная работа и удобное использование каждый день.",5,"{""brand"":""TrueSound"",""color"":""черный"",""material"":""металл"",""size"":""M"",""warranty_months"":12}",2026-02-27T21:04:37+00:00,moderation_v1
410,568,32,Lira рюкзаки надежный,"Рюкзаки: аккуратное исполнение, стабильная работа и удобное использование каждый день.",14,"{""brand"":""Lira"",""color"":""синий"",""material"":""металл"",""size"":""M"",""warranty_months"":12}",2026-02-17T01:24:23+00:00,moderation_v1
411,176,154,HomeArt зоотовары компактный,"Зоотовары: аккуратное исполнение, стабильная работа и удобное использование каждый день.",22,"{""brand"":""HomeArt"",""color"":""бежевый"",""material"":""текстиль"",""size"":""универсальный"",""warranty_months"":18}",2025-12-04T07:41:12+00:00,moderation_v1
